Product Name,Pack,Code,Trade,Stock Level,Stock Value,Supplied Qty,Avg Supplied Qty Per Week,Avg Supplied Value Per Week,Weeks of Stock (supplied),Supplied Inventory Ratio
CHLOE SIGNATURE NATURELLE 150ML EDP REFILL,150ML,8748246,57.35,4,229.4,1,0.25,14.33,16,0.22
CHLOE SIGNATURE NATURELLE INTENSE 100ML EDP REFILLABLE,100ML,8748220,59.93,0,0,3,0.75,44.94,0,3
CHLOE SIGNATURE NATURELLE INTENSE 150ML EDP REFILL,150ML,8748238,59.93,4,239.72,1,0.25,14.98,16,0.22
CHLOE SIGNATURE NATURELLE INTENSE 30ML EDP,30ML,8748204,32.03,1,32.03,0,0,0,1,0
CHLOE SIGNATURE NATURELLE INTENSE 50ML EDP,50ML,8748212,47.53,7,332.71,2,0.5,23.76,14,0.29
CHLOE SIGNATURE ROSE NATURELLE 100ML EDP REFILLABLE,,8748253,57.35,0,0,3,0.75,43.01,0,0
CHLORAL HYDRATE 143/5ML,150,1195700,200,0,0,0,0,0,0,0
CHLORALIEVE LOZ BLACKCURRANT(P),24,4237533,3.1,107,331.7,9,2.25,6.97,47.56,0.08
CHLORALIEVE LOZ HONEY&amp;LEMON (P),24,4154274,3.02,35,105.7,21,5.25,15.85,6.67,0.46
CHLORAMPHENICOL 1% EYE OINT 4G POM,4,1057850,2.05,338,692.9,192,48,119.66,7.04,0.63
CHLORAMPHENICOL OINTMENT ICARE (P),4g,1224898,2.5,1194,2985,159,39.75,99.37,30.04,0.13
CHLORDIAZEPOXIDE 10MG CAPSULES,100,1130236,7.46,36,268.56,12,3,19.82,12,0.45
CHLORDIAZEPOXIDE 5MG CAPSULES,100,1137629,5.38,34,182.92,8,2,10.76,17,0.47
CHLORHEXIDINE M/W ANISEED 300ML,300ml,3939014,1,161,161,27,6.75,6.75,23.85,0.15
CHLORHEXIDINE M/W MINT 300ML,300ml,3007994,1,557,557,213,53.25,53.25,10.46,0.44
CHLORPHENAMINE 2MG/5ML ELIXIR (P) SF,150,5014337,4,0,0,0,0,0,0,0
CHLORPHENAMINE 4MG TABLETS (P),28,1099191,0.22,12089,2659.58,843,210.75,46.36,57.36,0.07
CHLORPROMAZINE 100MG TABLETS,28,1233436,15.5,11,170.5,103,25.75,399.12,0.43,2.71
CHLORPROMAZINE 25MG TABLETS,28,1091222,15.5,379,5874.5,466,116.5,1805.75,3.25,0.94
CHLORPROMAZINE 50MG TABLETS,28,1233428,15.5,67,1038.5,231,57.75,895.12,1.16,2.1
CHLORTALIDONE 50MG TABLETS,30,1195486,4.82,26,125.32,2,0.5,2.41,52,0.07
CHOLESTAGEL TABLETS 625MG,180,3328168,108,20,2160,1,0.25,28,80,0.1
CHOPARD WISH BRILLIANT EDP 100ML,100ML,8764326,13.5,6,81,0,0,0,6,0
CHOPARD WISH EDP 100ML,100ML,8764300,13.5,4,54,0,0,0,4,0
CHOPARD WISH PINK EDP 100ML,100ML,8764318,13.5,2,27,0,0,0,2,0
CHRISTINA AGUILERA BY NIGHT EDP 30ML,DISC,8837304,7.31,8,58.48,0,0,0,8,0
CHRISTINA AGUILERA BY NIGHT EDP 50ML,DISC,8837312,9.67,9,87.03,0,0,0,9,0
CHRISTINA AGUILERA EDP 30ML,DISC,9469586,7.31,8,58.48,0,0,0,8,0
CHRISTINA AGUILERA EDP 50ML,DISC,9469594,9.67,2,19.34,2,0.5,4.83,4,0.67
CHRISTINA AGUILERA NOIR EDP 50ML,DISC,8837320,9.67,2,19.34,2,0.5,4.83,4,0.67
CHRISTMAS CERAMIC SOAP DISPENSER (SANTA),1,9922683,2.87,1,2.87,0,0,0,1,0
CHRISTMAS SCENTED SINGLE ENVELOPE WARM CINNAMON (C25),SACHET,9428525,0.56,0,0,0,0,0,0,0
CHRISTMAS TREE CRAFT POT (C20),1,1001163,6.39,2,12.78,0,0,0,2,0
CHUPA CHUPS - MELODY POPS,1X48,8696304,0.23,0,0,240,60,13.8,0,2.5
CHUPA CHUPS BEST OF ROCKET 2X100 ,1,8714420,0.16,2000,320,1400,350,56,5.71,0.54
CHUPA CHUPS LOLLIES ( DRUM ),1x200,56440,0.13,800,104,1600,400,52,2,2.67
CHUPA CHUPS SUGAR FREE 11G LOLLIES (BOX),1X50,3207891,0.2,50,10,50,12.5,2.5,4,0.67
CIALIS 20MG TABLETS,4,2917250,25.5,11,280.5,5,1.25,31.87,8.8,0.37
CIALIS TOGETHER TABS 10MG 4s (P),4,4237467,10.9,0,0,0,0,0,0,0
CIALIS TOGETHER TABS 10MG 8s (P),8,4237475,18.83,29,546.07,4,1,18.83,29,0.13
CIARA DALY COMPLETE SPARKLE SET (19),,9931197,13.75,19,261.25,0,0,0,19,0
CIARA DALY CYLINDER BRUSH HOLDER,,9793357,6,6,36,0,0,0,6,0
CIARA DALY DESIRE DUE COLLECTION,Green,9793282,8,8,64,0,0,0,8,0
CIARA DALY DIVA BROW COLLECTION,Tan,9793290,8,1,8,0,0,0,1,0
CIARA DALY GODDESS COLLECTION,Red,9793308,16,3,48,0,0,0,3,0
CIARA DALY PHOENIX COLLECTION,Blue,9793316,16,4,64,0,0,0,4,0
CIDAL LIQUID HANDWASH CITRUS SCENT 250ML,250ML,8817835,0.66,12,7.92,30,7.5,4.95,1.6,1.11
CIDAL LIQUID HANDWASH PINK GRAPEFRUIT SCENT,250ML,8817926,0.66,36,23.76,30,7.5,4.95,4.8,0.59
CIF BATHROOM MOUSSE CITRUS 500ML,500ML,9483041,1.72,72,123.84,78,19.5,33.54,3.69,0.93
CIF FLOOR CLEANER OCEAN 950ML,950ML,9792730,1.13,192,216.96,172,43,48.59,4.47,1.12
CIF FLOOR CLEANER ORCHID 950ML,950ML,9498627,1.13,162,183.06,166,41.5,46.89,3.9,1.06
CIF POWER &amp; SHINE BATHROOM - 700ML,700ML,9474271,1.53,30,45.9,18,4.5,6.88,6.67,0.5
CIF POWER &amp; SHINE ORIGINAL ANTI-BAC SPRAY,700ML,9784711,1.53,24,36.72,12,3,4.59,8,0.4
CIF POWER &amp; SHINE SPRAY KITCHEN - 700ML,700ML,9784703,1.53,36,55.08,0,0,0,36,0
CILIQUE TABS 250/35MCG,63,4008678,4.37,0,0,0,0,0,0,0
CILOSTAZOL TABLETS 100MG,56,1187319,22.08,27,596.16,18,4.5,99.36,6,0.72
CILOSTAZOL TABLETS 50MG,56,5027321,33.7,32,1078.4,12,3,99.78,10.67,0.43
CIMETIDINE 200MG TABLETS BP,60,1057108,3,0,0,1,0.25,0.75,0,2
CIMETIDINE 200MG/5ML ORAL SOLU SF,300,1103134,22.87,0,0,0,0,0,0,0
CIMETIDINE 400MG TABLETS BP,60,1178300,4.55,0,0,9,2.25,10.23,0,2
CINACALCET 30MG TABS,28,1239391,4.8,42,201.6,114,28.5,136.8,1.47,1.19
CINACALCET 60MG TABS,28,1239417,6.25,10,62.5,8,2,12.5,5,0.57
CINNARIZINE 15MG TABLETS,84,1125103,2.75,117,321.75,121,30.25,83.18,3.87,0.69
CIPROFIBRATE TABS 100MG,28,1150325,17,7,119,3,0.75,12.75,9.33,0.5
CIPROFLOXACIN 250MG TABLETS,10,1173012,0.23,203,46.69,40,10,2.92,20.3,0.32
CIPROFLOXACIN 500MG TABLETS,10,1157098,0.47,541,254.27,96,24,11.28,22.54,0.16
CIPROFLOXACIN 750MG TABLETS,10,1160530,0.5,30,15,4,1,0.5,30,0.13
CIPROFLXCIN/DEXA 0. 3/0. 1% EAR DROPS,5,1242924,5.75,0,0,64,16,92,0,2.17
CIPROXIN 250MG/5ML SUSPENSION,100,2450039,12.5,5,62.5,3,0.75,9.37,6.67,0.46
CIRCADIN TABS 2MG,30,3685468,10.2,460,4692,57,14.25,145.35,32.28,0.25
CITALOPRAM 10MG TABLETS,28,1098920,0.16,979,156.64,1523,380.75,68.14,2.57,1.09
CITALOPRAM 20MG TABLETS,28,1108323,0.2,8549,1709.8,3094,773.5,151.78,11.05,0.42
CITALOPRAM 40MG TABLETS,28,1113059,0.4,4223,1689.2,806,201.5,90.02,20.96,0.33
CITALOPRAM 40MG/ML ORAL DROPS,15,1146265,4.97,9,44.73,8,2,9.94,4.5,0.62
CK BE EDT 100ML,100ML,8766693,13.69,0,0,2,0.5,6.84,0,0
CK BE EDT 200ML,200ML,8791006,17.11,0,0,0,0,0,0,0
CK BEAUTY EDP 100ML,100ML,9562778,21.96,0,0,1,0.25,5.49,0,2
CK BEAUTY EDP 50ML ,50ML,9562760,21.78,21,457.38,0,0,0,21,0
CK DEEP EUPHORIA EDP 30ML,50ML,9801275,18.98,2,37.96,0,0,0,2,0
CK DEEP EUPHORIA EDP 50ML,SALE,9801283,14.5,0,0,3,0.75,10.87,0,2
CK ESCAPE MAN 100ML EDT***,100ML,9726704,14.84,7,103.88,0,0,0,7,0
CK ESCAPE WOMAN 100ML EDT,100ML,8763401,14.84,2,29.68,0,0,0,2,0
CK ETERNITY AIR EDP 30ML,30ML,9874264,18.08,4,72.32,0,0,0,4,0
CK ETERNITY AROMATIC ESSENCE PARFUM INTENSE - MEN 100ML EDP,100ML,8807067,46.5,2,93,0,0,0,2,0
CK ETERNITY AROMATIC ESSENCE PARFUM INTENSE - MEN 50ML EDP,50ML,8807059,36.68,6,220.08,0,0,0,6,0
CK ETERNITY AROMATIC ESSENCE PARFUM INTENSE - WOMEN 100ML EDP,100ML,8807042,48.57,2,97.14,2,0.5,24.28,4,1
CK ETERNITY AROMATIC ESSENCE PARFUM INTENSE - WOMEN 50ML EDP,50ML,8807034,36.17,2,72.34,2,0.5,18.08,4,1
CK ETERNITY MEN 100ML ASL ,,2032985,18.95,0,0,0,0,0,0,0
CK ETERNITY MEN 30ML EDT ,30ML,9414061,18.98,3,56.94,0,0,0,3,0
CK ETERNITY MEN ROLL ON,,8729022,0.01,0,0,4,1,0.01,0,2.67
CK ETERNITY MOMENT EDP 50ML,50ml,9898198,15.24,0,0,4,1,15.24,0,2
CK ETERNITY MOMENT FOR WOMEN 100ML,100ML,9770686,23.77,26,618.02,0,0,0,26,0
CK EUPHORIA FOR MEN 100ML EDT,50ML,9458670,17.57,0,0,0,0,0,0,0
CK EUPHORIA FOR MEN 50ML EDT,50ML,9458662,14.21,0,0,0,0,0,0,0
CK EUPHORIA WOMEN EDP 100ML ,100ML,8743312,21.96,0,0,1,0.25,5.49,0,0
CK EUPHORIA WOMEN EDP 50ML,50ML,9441643,11.88,0,0,0,0,0,0,0
CK FREE 100ML EDT ,100ML,9520420,14.47,0,0,0,0,0,0,0
CK IN2U LADY EDT 100ML,100ML,9911017,13.07,10,130.7,0,0,0,10,0
CK IN2U LADY EDT 150ML,150ML,9655218,12.56,46,577.76,15,3.75,47.1,12.27,0.28
CK IN2U MENS EDT 100ML,100ML,9856691,11.37,8,90.96,9,2.25,25.58,3.56,0.72
CK IN2U MENS EDT 150ML,150ML,9655226,12.56,0,0,0,0,0,0,0
CK MAN 100ML EDT,100ML,9484734,16.02,0,0,0,0,0,0,0
CK OBSESSED FOR HER EDP 30ML,SALE,9846148,19.54,5,97.7,0,0,0,5,0
CK OBSESSED FOR HIM EDT 30ML,30ML,9846163,18.43,2,36.86,0,0,0,2,0
CK OBSESSED INTENSE MAN 30ML EDP,30ML,9869785,17.05,7,119.35,10,2.5,42.62,2.8,1.43
CK OBSESSED INTENSE MAN 75ML EDP,75ML,9869793,23.25,1,23.25,0,0,0,1,0
CK OBSESSED INTENSE WOMAN 30ML EDP,30ML,9869751,18.08,9,162.72,0,0,0,9,0
CK OBSESSED INTENSE WOMAN 50ML EDP***,SALE,9869769,25.83,0,0,1,0.25,6.45,0,2
CK OBSESSION FOR HER 100ML EDP,100ML,9768557,20.67,3,62.01,0,0,0,3,0
CK OBSESSION FOR HIM 125ML EDT,125ML,9768565,19.38,6,116.28,3,0.75,14.53,8,0.4
CK OBSESSION MEN 125ML AFTERSHAVE,125ml,2032894,12.5,1,12.5,0,0,0,1,0
CK ONE EDT 100ML,100ML,9862400,18.73,3,56.19,4,1,18.73,3,2.67
CK ONE EVERYONE 100ML EDT,100ML,9936428,20.67,5,103.35,0,0,0,5,0
CK ONE SHOCK HER 100ML EDT,100ML,9599267,11.95,3,35.85,0,0,0,3,0
CK ONE SHOCK HIM 100ML EDT,100ML,9599275,11.9,1,11.9,0,0,0,1,0
CK SECRET OBSESSION LADY 100ML EDP,100ML,9592551,13.25,0,0,0,0,0,0,0
CK WOMEN 100ML EDT,100ML,9907288,36.68,3,110.04,0,0,0,3,0
CK2 EDT 30ML*,30ML,9774498,15.5,3,46.5,0,0,0,3,0
CL-EAR EXPRESS EAR DROPS,7G,4133260,2.04,3,6.12,24,6,12.24,0.5,1.6
CL-EAR OLIVE OIL EAR DROPS,15ML,3993052,1.88,0,0,16,4,7.52,0,2
CL-EAR RELIEF EAR DROPS,7G,4133278,3.93,24,94.32,6,1.5,5.89,16,0.22
CLAIROL ROOT TOUCH UP 2IN1 SPRAY BLACK,75ML,8806606,4.06,21,85.26,15,3.75,15.22,5.6,0.91
CLAIROL ROOT TOUCH UP 2IN1 SPRAY DARK MEDIUM BROWN,75ML,8806614,4.06,0,0,12,3,12.18,0,0
CLAIROL ROOT TOUCH UP 2IN1 SPRAY DARK TO MEDIUM BLONDE,75ML,8806630,4.06,0,0,18,4.5,18.27,0,0
CLAIROL ROOT TOUCH UP 2IN1 SPRAY LIGHT BROWN,75ML,8806622,4.06,3,12.18,33,8.25,33.49,0.36,22
CLAIROL ROOT TOUCH UP 2IN1 SPRAY MEDIUM BROWN,75ML,8806648,4.06,45,182.7,15,3.75,15.22,12,0.67
CLARINS 02 Orange Water,7,9872839,11.11,4,44.44,0,0,0,4,0
CLARINS 08 Cheeky Brown,5g,9925926,16.11,8,128.88,0,0,0,8,0
CLARINS 118 Sienna,30,9901307,18.89,1,18.89,0,0,0,1,0
CLARINS 12 DAY ADVENT CALENDAR - MENS (A24),12PCXMAS,8821738,31.48,4,125.92,0,0,0,4,0
CLARINS 12 DAY ADVENT CALENDAR - WOMENS (A24),12PCXMAS,8821720,35.18,1,35.18,0,0,0,1,0
CLARINS 3 DOT LINER - 01 BLACK,0.7,9696469,13.33,2,26.66,0,0,0,2,0
CLARINS 705L Soft Berry ,3g,9901695,12.78,2,25.56,0,0,0,2,0
CLARINS 742L Joli Rouge ,3g,9901687,12.78,2,25.56,0,0,0,2,0
CLARINS 754L Deep Red ,3g,9984287,12.78,3,38.34,0,0,0,3,0
CLARINS 757L Nude Brick ,3g,9901729,12.78,1,12.78,1,0.25,3.19,4,1
CLARINS 758L Sandy Pink ,3g,9984261,12.78,2,25.56,0,0,0,2,0
CLARINS 759L Woodberry ,3g,9984279,12.78,2,25.56,2,0.5,6.39,4,1
CLARINS 760L Pink Cranberry ,3g,9901737,12.78,3,38.34,2,0.5,6.39,6,0.67
CLARINS 761L Spicy Chili ,3g,9901745,12.78,1,12.78,1,0.25,3.19,4,1
CLARINS 762L Pop Pink,3g,9901752,12.78,0,0,0,0,0,0,0
CLARINS 7OTH ANNIVERSARY COLLECTION (A24),SET,8807976,24.44,7,171.08,2,0.5,12.22,14,0.25
CLARINS BB DETOX FLUID - 02 MEDIUM,45ML,8817413,21.11,3,63.33,5,1.25,26.38,2.4,0.91
CLARINS BB DETOX FLUID - 03 DARK,45ML,8817421,21.11,10,211.1,0,0,0,10,0
CLARINS BB SKIN DETOX FLUID - 00 FAIR,45ML,8817397,21.11,0,0,3,0.75,15.83,0,2
CLARINS BB SKIN DETOX FLUID - 01 LIGHT,45ML,8817405,21.11,0,0,0,0,0,0,0
CLARINS BEAUTY FLASH BALM RET 50ML,50ML,8817199,21.11,0,0,0,0,0,0,0
CLARINS BEAUTY FLASH PEEL RET 50ML,50ML,8817207,21.11,4,84.44,0,0,0,4,0
CLARINS BLUE ORCHID OIL DEVITALIZED - DEHYRATED SKIN ,30ML,8840373,25,0,0,0,0,0,0,0
CLARINS BLUE ORCHID OIL DIVITALIZED DEHYDRATED SKIN 30ML,30ML,9937632,20.56,0,0,0,0,0,0,0
CLARINS BLUSH BRUSH,1,9901372,14.44,2,28.88,1,0.25,3.61,8,0.4
CLARINS BODY FIT ACTIVE 200ML,200ML,8813107,24.44,3,73.32,0,0,0,3,0
CLARINS BODY PARTNER STRETCH MARK EXPERT,175ML,9937848,23.33,2,46.66,0,0,0,2,0
CLARINS BODY SCRUB RETAIL 200ML,200ML,8842593,20,0,0,0,0,0,0,0
CLARINS Body Treatment Oil - Contouring/Strengthening ,100,9532169,23.33,1,23.33,0,0,0,1,0
CLARINS BODY-FIRMING EXTRA-FIRMING CREAM,200ML,8817264,23.33,1,23.33,2,0.5,11.66,2,1
CLARINS BODY-FIRMING EXTRA-FIRMING GEL,150ML,8817272,26.67,0,0,0,0,0,0,0
CLARINS BRIGHT PLUS 30ML,30ML,9937749,34.44,3,103.32,0,0,0,3,0
CLARINS BRIGHT PLUS SERUM 30ML,30ML,8835266,35.56,1,35.56,0,0,0,1,0
CLARINS BRONZE COMPACT 21,20G,8695314,17.78,0,0,0,0,0,0,0
CLARINS BUST BEATUY FIRMING LOTION,50ML,9937863,24.44,1,24.44,0,0,0,1,0
CLARINS CALM-ESSENTIEL REDNESS CORRECTIVE GEL,30ML,8712374,20,4,80,0,0,0,4,0
CLARINS CALM-ESSENTIEL RESTORING TREATMENT OIL,30ML,8712366,25.56,7,178.92,0,0,0,7,0
CLARINS CALM-ESSENTIEL SOOTHING EMULSION,50ML,8712358,24.44,4,97.76,0,0,0,4,0
CLARINS CLARINS MENS EXFOLATING CLEANSER ,125ML,9983560,14.44,8,115.52,0,0,0,8,0
CLARINS CLARINSMEN ACTIVE FACE WASH FOAMING GEL,125ML,8817314,13.33,6,79.98,0,0,0,6,0
CLARINS CLARINSMEN ANTI-AGEING CREAM 50ML,50ML,8836819,25,0,0,1,0.25,6.25,0,0
CLARINS CLARINSMEN BARBER COLLECTION AFTERSHAVE SOOTHING GEL 75ML,75ML,8767105,15.56,10,155.6,0,0,0,10,0
CLARINS CLARINSMEN BARBER COLLECTION AFTERSHAVE SOOTHING TONER,100ML,8767097,15.56,0,0,0,0,0,0,0
CLARINS CLARINSMEN BARBER COLLECTION SHAVE AND BEARD OIL,30ML,8767113,15,2,30,0,0,0,2,0
CLARINS CLARINSMEN BAUBLE (A23),SET,8791949,6.67,1,6.67,0,0,0,1,0
CLARINS CLARINSMEN ENERGIZING EYE GEL,15ML,8696783,19.44,1,19.44,0,0,0,1,0
CLARINS CLARINSMEN ENERGIZING GEL,50ML,8696775,19.44,5,97.2,0,0,0,5,0
CLARINS CLARINSMEN ENERGIZING GEL 50ML,50ML,8836827,21.11,1,21.11,0,0,0,1,0
CLARINS CLARINSMEN HYDRASCULPT,50ML,8817371,25,1,25,0,0,0,1,0
CLARINS CLARINSMEN LINE-CONTROL BALM,50ML,9533084,23.61,0,0,1,0.25,5.9,0,2
CLARINS CLARINSMEN LINE-CONTROL CREAM,50ML,9533100,23.61,0,0,0,0,0,0,0
CLARINS CLARINSMEN SHAMPOO &amp; SHOWER,200ML,9901067,12.22,0,0,0,0,0,0,0
CLARINS CLARINSMEN SUPER MOISTURE GEL,50ML,8817355,18.89,0,0,1,0.25,4.72,0,2
CLARINS CLARINSMEN SUPER MOISTURE LOTION SPF20,50ML,8817363,18.89,0,0,0,0,0,0,0
CLARINS CLEANSING MICELLAR WATER,200ML,8698078,15.56,17,264.52,6,1.5,23.34,11.33,0.3
CLARINS CLEANSING OIL &amp; REFILL,,8819146,26.11,0,0,0,0,0,0,0
CLARINS CLEAR OUT BLEMISH TARGET GEL,15ML,9900838,8.33,0,0,0,0,0,0,0
CLARINS CYRO-FLASH CREAM MASK 75ML,75ML,8784035,30,5,150,1,0.25,7.5,20,0.4
CLARINS DOUBLE SERUM 30ML***,30ML,9842709,35.56,0,0,4,1,35.56,0,0
CLARINS DOUBLE SERUM EYE 20ML,20ML,8721128,33.33,25,833.25,0,0,0,25,0
CLARINS DOUBLE SERUM EYE COLLECTION (A24),4PCXMAS,8821506,33.89,0,0,8,2,67.78,0,2
CLARINS DOUBLE SERUM LIGHT 50ML,50ML,8770182,50,27,1350,0,0,0,27,0
CLARINS EAU DES JARDINS FRESH SHOWER GEL 200ML,200ML,8778631,15,0,0,2,0.5,7.5,0,2
CLARINS EAU DES JARDINS MELTING BODY LOTION 200ML,200ML,8778649,20,0,0,1,0.25,5,0,0
CLARINS EAU DES JARDINS TREATMENT FRAGRANCE 23 100ML,100ML,8778623,24.44,2,48.88,8,2,48.88,1,1.33
CLARINS EAU DYNAMISANTE BODY LOTION 23 200ML,200ML,8778581,20,5,100,8,2,40,2.5,0.89
CLARINS EAU DYNAMISANTE DEODORANT 23 100ML,100ML,8778565,12.22,1,12.22,2,0.5,6.11,2,1
CLARINS EAU DYNAMISANTE SET (MD24),SET,8804940,23.89,0,0,0,0,0,0,0
CLARINS EAU DYNAMISANTE SHOWER GEL 23 100ML,100ML,8778573,15,12,180,7,1.75,26.25,6.86,0.45
CLARINS EAU DYNAMISANTE TREATMENT FRAGRANCE 23 100ML,200,8778557,24.44,7,171.08,5,1.25,30.55,5.6,0.56
CLARINS EAU EXTRAORDINAIRE SET (MD24),SET,8804957,23.89,0,0,0,0,0,0,0
CLARINS EAU EXTRAORDINAIRE SHOWER MILK 23 200ML,200ML,8778656,15,23,345,0,0,0,23,0
CLARINS EAU EXTRAORDINAIRE TREATMENT FRAGRANCE,100ML,8747032,24.44,43,1050.92,0,0,0,43,0
CLARINS EAU EXTRAORDINARE REVITALIZING BODY CREAM (OLD PACK),200ML,8827693,20,8,160,0,0,0,8,0
CLARINS EAU EXTRAORDINARE REVITALIZING BODY CREAM (OLD PACK),200ML,8747024,17.78,1,17.78,0,0,0,1,0
CLARINS EAU RESSOURCANTE BODY CREAM 200ML,200ML,8778615,20,9,180,9,2.25,45,4,0.82
CLARINS EAU RESSOURCANTE SHOWER MILK 23 200ML,200ML,8778607,15,19,285,1,0.25,3.75,76,0.05
CLARINS EAU RESSOURCANTE TREATMENT FRAGRANCE 23 100ML,100ML,8778599,24.44,0,0,0,0,0,0,0
CLARINS ENERGIZING EMULSION FOR TIRED LEGS,125ML,9532391,17.78,3,53.34,0,0,0,3,0
CLARINS EVER BRONZE COMPACT POWDER - 01 ,10G,8817470,18.89,0,0,5,1.25,23.61,0,0
CLARINS EVER BRONZE COMPACT POWDER - 03,10G,8817496,18.89,3,56.67,0,0,0,3,0
CLARINS EVER MATTE COMPACT POWDER - 04,10G,8831414,18.89,0,0,4,1,18.89,0,2
CLARINS EVER MATTE COMPACT POWDER - 06 DEEP,10G,8817439,18.89,4,75.56,0,0,0,4,0
CLARINS EVER MATTE COMPACT POWDER 01 Very Light ,10g,8840886,18.89,6,113.34,0,0,0,6,0
CLARINS EVER MATTE COMPACT POWDER 02 Light,10g,8816910,18.89,3,56.67,0,0,0,3,0
CLARINS EVER MATTE COMPACT POWDER 03,10G,8819252,18.89,5,94.45,0,0,0,5,0
CLARINS EVER MATTE COMPACT POWDER 05 Medium Deep ,10g,8840894,18.89,1,18.89,0,0,0,1,0
CLARINS EVER MATTE LOOSE COMPACT POWDER -  03 UNIVERSAL DEEP,15G,8817462,18.89,11,207.79,0,0,0,11,0
CLARINS EVER MATTE LOOSE COMPACT POWDER - 01 UNIVERSAL LIGHT,15G,8817447,18.89,2,37.78,0,0,0,2,0
CLARINS EVER MATTE LOOSE COMPACT POWDER - 02 UNIVERSALE MEDIUM,15G,8817454,18.89,1,18.89,0,0,0,1,0
CLARINS EVERLASTING YOUTH SPF15 -  108.3 ORGANZA,30ML,9925694,23.33,2,46.66,0,0,0,2,0
CLARINS EVERLASTING YOUTH SPF15 - 101 LINEN,30ML,9925603,23.33,2,46.66,0,0,0,2,0
CLARINS EVERLASTING YOUTH SPF15 - 103 IVORY,30ML,9925637,23.33,0,0,0,0,0,0,0
CLARINS EVERLASTING YOUTH SPF15 - 105 NUDE,30ML,9925645,23.33,0,0,0,0,0,0,0
CLARINS EVERLASTING YOUTH SPF15 - 105.5 FLESH,30ML,9925652,23.33,0,0,1,0.25,5.83,0,2
CLARINS EVERLASTING YOUTH SPF15 - 106 VANILLA,30ML,9925660,23.33,2,46.66,0,0,0,2,0
CLARINS EVERLASTING YOUTH SPF15 - 107 BEIGE,30ML,9925678,23.33,4,93.32,0,0,0,4,0
CLARINS EVERLASTING YOUTH SPF15 - 108 SAND,30ML,9925686,23.33,0,0,0,0,0,0,0
CLARINS EVERLASTING YOUTH SPF15 - 110 HONEY,30ML,9925728,23.33,0,0,1,0.25,5.83,0,2
CLARINS EVERLASTING YOUTH SPF15 - 111 AUBURN,30ML,9925736,23.33,0,0,2,0.5,11.66,0,2
CLARINS EVERLASTING YOUTH SPF15 - 112 AMBER,30ML,9925744,23.33,2,46.66,0,0,0,2,0
CLARINS EVERLASTING YOUTH SPF15 - 113 CHESTNUT,30ML,9925769,23.33,0,0,2,0.5,11.66,0,2
CLARINS EXFOLIATING BODY SCRUB,200G,9822016,17.78,0,0,4,1,17.78,0,0.8
CLARINS EXTRA-FIRMING NECK &amp; DECLOETTE,75ML,9937699,34.44,0,0,1,0.25,8.61,0,0
CLARINS Extra-Firming Phyto-Serum ,50,9900861,45.56,3,136.68,0,0,0,3,0
CLARINS EYEBROW PENCIL - 01 DARK BROWN,1.1g,9757220,13.33,0,0,6,1.5,19.99,0,2
CLARINS FIX MAKE-UP 50ML,50ML,8813180,15.56,0,0,4,1,15.56,0,4
CLARINS FOOT BEAUTY TREATMENT CREAM,125G,9532409,16.11,3,48.33,0,0,0,3,0
CLARINS GENTLE CARE ROLL-ON DEODORANT,50ML,8825606,12.22,0,0,0,0,0,0,0
CLARINS GENTLE EYE MAKE-UP REMOVER 125ML,125ML,8806770,13.89,19,263.91,9,2.25,31.25,8.44,0.53
CLARINS GENTLE FOAM CLEANSE DRY SENS,125ML,9637984,11.67,3,35.01,0,0,0,3,0
CLARINS GENTLE RENEWING CLEASING MOUSSE,150ML,8685547,16.11,0,0,1,0.25,4.02,0,2
CLARINS GRAPHIC INK LINER -  01 BLACK,0.4,9830605,13.89,2,27.78,0,0,0,2,0
CLARINS HAND AND NAIL TREATMENT BALM,100ML,8817280,15.56,0,0,3,0.75,11.67,0,2
CLARINS HAND AND NAIL TREATMENT CREAM ,100ML,9532375,15.56,0,0,17,4.25,66.13,0,2.27
CLARINS HYDRA ESSENTIAL DAY CREAM SPF15,50ML,9821976,23.33,0,0,0,0,0,0,0
CLARINS HYDRA ESSENTIAL HYDRA BI SERUM 30ML,30ML,8803785,26.67,5,133.35,0,0,0,5,0
CLARINS HYDRA ESSENTIAL HYDRA MASK 75ML,75ML,8803777,20,5,100,0,0,0,5,0
CLARINS HYDRA ESSENTIAL LIGHT CREAM,50ML,8773285,23.33,8,186.64,0,0,0,8,0
CLARINS HYDRA-ESSENTIAL MATTE GEL ,50ML,9821968,23.33,8,186.64,4,1,23.33,8,0.53
CLARINS HYDRA-ESSENTIEL MOISTURE REPLENISHING LIP BALM,15ML,8813297,12.22,2,24.44,0,0,0,2,0
CLARINS HYDRA-ESSENTIEL MOISTURISING REVIVING EYE MASK 30ML,30ML,9871385,16.67,5,83.35,0,0,0,5,0
CLARINS HYDRA-ESSENTIEL NIGHT CREAM 50ML,50ML,8767733,24.44,2,48.88,3,0.75,18.33,2.67,0.86
CLARINS HYDRA-ESSENTIEL SILKY CREAM,50ML,8843260,23.33,2,46.66,6,1.5,34.99,1.33,1.2
CLARINS HYDRATING GENTLE FOAMING CLEANSER,125ML,8685521,15.56,11,171.16,3,0.75,11.67,14.67,0.32
CLARINS HYDRATING TONING LOTION 400ML,400ML,8806820,22.22,0,0,0,0,0,0,0
